City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current_Description
400,Mananjary,MG,-21.2167,48.3333,72.99,69,12,9.82,overcast clouds
401,Porteirinha,BR,-15.7433,-43.0283,71.24,66,20,5.46,overcast clouds
402,Kabalo,CD,-6.05,26.9167,73.09,78,16,3.44,overcast clouds
403,Bandar-E Lengeh,IR,26.5579,54.8807,88.48,60,12,11.54,overcast clouds
404,Loubomo,CG,-4.1997,12.6739,71.44,92,99,1.21,overcast clouds
405,San Carlos,VE,9.6612,-68.5827,73.51,87,11,2.19,overcast clouds
406,Santo Antonio Do Ica,BR,-3.1022,-67.9397,73.04,94,71,1.41,overcast clouds
407,Saurimo,AO,-9.6608,20.3916,66.0,74,35,0.96,overcast clouds
408,Qasigiannguit,GL,68.8193,-51.1922,30.45,75,52,6.17,overcast clouds
409,Jutai,BR,-5.1833,-68.9,73.74,89,69,1.61,overcast clouds
410,Shache,CN,38.4167,77.2406,58.35,34,100,3.71,overcast clouds
411,Semibratovo,RU,57.3046,39.5369,48.06,82,48,17.43,overcast clouds
412,Chudniv,UA,50.052,28.1175,45.77,80,100,18.01,overcast clouds
413,Dalbandin,PK,28.8947,64.4101,82.02,10,0,6.87,overcast clouds
414,Bengkulu,ID,-3.8004,102.2655,81.93,75,100,8.37,overcast clouds
415,Brae,GB,60.3964,-1.353,55.58,94,100,26.24,overcast clouds
416,Coelho Neto,BR,-4.2567,-43.0128,74.55,81,39,5.14,overcast clouds
417,Havoysund,NO,70.9963,24.6622,43.03,73,67,8.41,overcast clouds
418,Moose Factory,CA,51.2585,-80.6094,57.2,94,100,10.36,overcast clouds
419,Aneho,TG,6.2333,1.6,76.51,89,66,8.95,overcast clouds
420,Joshimath,IN,30.5667,79.5667,74.28,51,48,6.42,overcast clouds
421,Puerto Ayacucho,VE,5.6639,-67.6236,73.71,94,100,4.03,overcast clouds
422,Mokrous,RU,51.2333,47.5167,56.39,39,100,14.7,overcast clouds
423,Funadhoo,MV,6.15,73.2667,81.36,74,100,15.21,overcast clouds
424,Camacha,PT,33.0833,-16.3333,63.82,82,20,3.44,overcast clouds
425,Chimoio,MZ,-19.1164,33.4833,67.86,83,0,3.78,overcast clouds
426,Neftcala,AZ,39.3742,49.2472,75.38,52,0,12.28,overcast clouds
427,San Pedro,PH,14.35,121.0167,88.36,69,99,6.58,overcast clouds
428,Baependi,BR,-21.9589,-44.89,61.43,95,88,2.57,overcast clouds
429,Gnjilane,XK,42.4604,21.4699,45.59,82,31,3.02,overcast clouds
430,Santa Rosa,PH,14.3122,121.1114,89.11,63,98,7.85,overcast clouds
431,Nkayi,CG,-4.1841,13.2884,74.55,83,95,0.74,overcast clouds
432,Storforshei,NO,66.4043,14.5233,46.65,93,75,0.0,overcast clouds
433,Cockburn Town,TC,21.4612,-71.1419,82.44,77,100,8.55,overcast clouds
434,Borovskoy,KZ,53.8,64.15,47.23,26,57,8.39,overcast clouds
435,Barabinsk,RU,55.3571,78.357,42.82,46,64,6.11,overcast clouds
436,Manaus,BR,-3.1019,-60.025,75.69,88,40,3.44,overcast clouds
437,Geraldton,AU,-28.7667,114.6,75.61,50,0,16.11,overcast clouds
438,Alegre,BR,-20.7636,-41.5331,68.29,98,99,1.86,overcast clouds
439,Paamiut,GL,61.994,-49.6678,35.98,60,45,3.15,overcast clouds
440,Dukhovshchina,RU,55.1919,32.4111,36.97,97,100,11.25,overcast clouds
441,Knokke-Heist,BE,51.3333,3.3333,52.02,89,96,1.99,overcast clouds
442,Carnarvon,AU,-24.8667,113.6333,75.56,38,0,10.98,overcast clouds
443,Finnsnes,NO,69.2296,17.9811,29.01,86,56,3.76,overcast clouds
444,The Valley,AI,18.217,-63.0578,82.09,73,56,15.23,overcast clouds
445,Diffa,NE,13.3154,12.6113,82.02,57,77,7.4,overcast clouds
446,Galle,LK,6.0367,80.217,80.08,84,100,15.9,overcast clouds
447,Guiratinga,BR,-16.3494,-53.7583,76.35,59,24,1.54,overcast clouds
448,Saint-Georges,GD,12.0564,-61.7485,79.34,83,100,8.12,overcast clouds
449,Swanzey,US,42.8698,-72.2818,46.85,91,100,0.0,overcast clouds
450,Galbshtadt,RU,53.2264,78.9845,43.25,47,3,6.42,overcast clouds
451,Jos,NG,9.9167,8.9,63.91,80,94,3.24,overcast clouds
452,Maragogi,BR,-9.0122,-35.2225,75.0,77,87,5.88,overcast clouds
453,Aleksandrov Gay,RU,50.147,48.5704,58.21,28,99,14.97,overcast clouds
454,Malakal,SS,9.5334,31.6605,70.39,95,99,2.68,overcast clouds
455,Diamantino,BR,-14.4086,-56.4461,73.74,85,89,2.62,overcast clouds
456,Cayenne,GF,4.9333,-52.3333,73.44,94,0,0.0,overcast clouds
457,Tortoli,IT,39.9256,9.6572,63.54,86,18,5.77,overcast clouds
458,Trincomalee,LK,8.5711,81.2335,88.12,60,100,11.74,overcast clouds
459,Stykkisholmur,IS,65.0757,-22.7297,44.4,84,100,18.07,overcast clouds
460,Mweka,CD,-4.85,21.5667,67.21,97,44,1.9,overcast clouds
461,Stephenville,US,32.2207,-98.2023,68.13,44,0,6.91,overcast clouds
462,Angoche,MZ,-16.2325,39.9086,76.33,68,0,6.67,overcast clouds
463,Hukuntsi,BW,-24.0,21.75,70.7,19,1,5.35,overcast clouds
464,Pontecorvo,IT,41.4616,13.6667,63.97,70,12,3.76,overcast clouds
465,Sept-Iles,CA,50.2001,-66.3821,44.6,77,10,5.75,overcast clouds
466,Shakhtinsk,KZ,49.71,72.5872,44.73,29,0,14.67,overcast clouds
467,Maglajani,BA,44.9486,17.3494,46.42,100,0,5.75,overcast clouds
468,Mao,ES,39.8885,4.2658,63.16,94,20,3.44,overcast clouds
469,Gardez,AF,33.5974,69.2259,61.39,24,0,0.96,overcast clouds
470,Two Rivers,US,44.1539,-87.5693,51.98,89,0,1.01,overcast clouds
471,Phalodi,IN,27.1333,72.3667,90.72,30,0,8.95,overcast clouds
472,Bereznik,RU,62.8551,42.7072,50.14,95,100,7.54,overcast clouds
473,Keetmanshoop,NA,-26.5833,18.1333,57.74,52,0,2.48,overcast clouds
474,Husavik,IS,66.0449,-17.3389,44.46,95,97,11.86,overcast clouds
475,Vangaindrano,MG,-23.35,47.6,72.81,73,35,9.15,overcast clouds
476,Salvador,SV,13.8333,-88.9167,72.05,97,99,1.9,overcast clouds
477,Vieste,IT,41.8825,16.175,64.49,57,0,6.22,overcast clouds
478,Olafsvik,IS,64.8945,-23.7142,45.48,81,100,31.5,overcast clouds
479,Bereda,ES,43.2686,-7.5406,54.41,73,2,1.99,overcast clouds
480,Qandala,SO,11.472,49.8728,90.28,42,100,3.67,overcast clouds
481,Korla,CN,41.7597,86.1469,58.48,18,100,7.72,overcast clouds
482,Misratah,LY,32.3754,15.0925,76.01,68,40,12.59,overcast clouds
483,Samaipata,BO,-18.15,-63.8667,53.73,78,71,0.54,overcast clouds
484,Songadh,IN,21.1667,73.5667,82.17,74,81,4.18,overcast clouds
485,Garissa,KE,-0.4536,39.6401,75.34,71,99,15.68,overcast clouds
486,Zhanaozen,KZ,43.3,52.8,58.59,24,4,20.76,overcast clouds
487,Paita,PE,-5.0892,-81.1144,62.19,86,74,10.51,overcast clouds
488,Shawinigan,CA,46.5668,-72.7491,46.81,87,22,0.0,overcast clouds
489,Aland,IN,17.5667,76.5667,81.93,59,95,15.59,overcast clouds
490,Bodrum,TR,37.0383,27.4292,71.08,53,5,11.25,overcast clouds
491,Vila Franca Do Campo,PT,37.7167,-25.4333,74.19,93,44,9.31,overcast clouds
492,Archidona,ES,37.0965,-4.3887,63.91,45,28,2.75,overcast clouds
493,Dennery,LC,13.8996,-60.8879,81.18,79,18,11.52,overcast clouds
494,Hopewell,US,37.3043,-77.2872,48.88,88,100,11.97,overcast clouds
495,Hof,DE,50.3167,11.9167,46.49,94,75,2.3,overcast clouds
496,Sambava,MG,-14.2667,50.1667,72.55,75,84,9.08,overcast clouds
497,Veraval,IN,20.9,70.3667,82.63,70,95,6.89,overcast clouds
498,Surt,LY,31.2089,16.5887,76.26,66,100,12.35,overcast clouds
499,Mana,GF,5.6592,-53.7767,77.02,88,95,7.52,overcast clouds
500,Lindsay,US,36.203,-119.0882,75.0,69,0,6.91,overcast clouds
501,Karaton,ID,-6.3424,106.1045,86.2,64,88,4.38,overcast clouds
502,Mabaruma,GY,8.2,-59.7833,73.8,95,17,0.63,overcast clouds
503,Hamilton,US,39.1834,-84.5333,53.89,74,0,3.44,overcast clouds
504,Autazes,BR,-3.5797,-59.1306,73.81,85,17,2.46,overcast clouds
505,Omboue,GA,-1.5746,9.2618,74.91,89,100,5.93,overcast clouds
506,Horbranz,AT,47.55,9.75,49.12,76,75,2.3,overcast clouds
507,Scarborough,GB,54.2797,-0.4044,55.92,88,91,10.0,overcast clouds
508,Vigrestad,NO,58.5667,5.7,55.08,88,100,18.03,overcast clouds
509,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,76.1,32,33,2.28,overcast clouds
510,Katesh,TZ,-4.5167,35.3833,58.91,67,100,7.52,overcast clouds
511,Redcliffe,AU,-27.2307,153.0973,75.42,60,75,9.22,overcast clouds
512,Batsfjord,NO,70.6345,29.7185,38.98,87,100,1.14,overcast clouds
513,Santiago De Cao,PE,-7.9589,-79.2392,59.13,88,75,8.05,overcast clouds
514,Clermont,FR,49.5,2.4167,43.72,84,95,5.91,overcast clouds
515,Bapatla,IN,15.9,80.4667,81.46,78,100,9.44,overcast clouds
516,Padre Paraiso,BR,-17.0742,-41.4844,68.04,80,56,1.05,overcast clouds
517,Lagunillas,VE,10.1301,-71.2595,78.04,86,17,4.61,overcast clouds
518,Maku,IR,39.2911,44.4521,68.56,31,0,1.83,overcast clouds
519,Awbari,LY,26.5921,12.7805,68.07,42,53,6.44,overcast clouds
520,Tomar,PT,39.602,-8.4092,65.32,56,1,3.15,overcast clouds
521,Yurginskoye,RU,56.8189,67.3921,44.08,76,100,10.2,overcast clouds
522,Bethlehem,BR,-1.4558,-48.5044,77.04,88,0,8.05,overcast clouds
523,Shirokaya Rechka,RU,56.7986,60.4852,56.66,57,94,5.97,overcast clouds
524,Bodden Town,KY,19.2833,-81.25,80.92,77,72,9.51,overcast clouds
525,Virtsu,EE,58.5716,23.5115,46.98,71,100,22.37,overcast clouds
526,Den Helder,NL,52.9599,4.7593,55.38,93,100,13.0,overcast clouds
527,Kirovskaya,RU,46.9748,40.0402,58.96,57,85,9.15,overcast clouds
528,Waddan,LY,29.1614,16.139,67.06,89,74,6.26,overcast clouds
529,Chimore,BO,-16.9833,-65.1333,74.44,63,69,2.06,overcast clouds
530,Oranjemund,NA,-28.55,16.4333,54.9,91,15,14.54,overcast clouds
531,Antalaha,MG,-14.9003,50.2788,72.0,81,90,5.61,overcast clouds
532,Mansa,IN,29.9833,75.3833,88.23,35,0,1.39,overcast clouds
533,Shalakusha,RU,62.2247,40.2539,45.91,94,59,6.93,overcast clouds
534,Faya,SA,18.3851,42.4509,69.91,21,2,9.17,overcast clouds
535,Tabas,IR,33.5959,56.9244,84.52,17,0,1.19,overcast clouds
536,Ratnagiri,IN,16.9833,73.3,81.64,78,100,9.04,overcast clouds
537,Upington,ZA,-28.4478,21.2561,52.18,58,0,2.3,overcast clouds
538,Burgersdorp,ZA,-30.9977,26.3286,55.24,67,85,9.19,overcast clouds
539,Sharjah,AE,25.3573,55.4033,91.38,40,0,4.61,overcast clouds
540,Tandalti,SD,13.0167,31.8667,76.51,69,96,12.1,overcast clouds
541,Podstepki,RU,53.5151,49.1355,54.28,40,100,14.23,overcast clouds
542,Chivolo,CO,10.025,-74.6228,75.0,94,60,5.03,overcast clouds
543,Damme,DE,52.5167,8.2,51.76,88,75,4.0,overcast clouds
544,Muzhi,RU,65.3667,64.6667,41.11,74,9,11.36,overcast clouds
545,Carauari,BR,-4.8828,-66.8958,75.69,83,78,2.3,overcast clouds
546,Sinazongwe,ZM,-17.2614,27.4618,75.94,38,0,4.05,overcast clouds
547,Lasa,IT,46.6166,10.7002,50.88,45,15,3.8,overcast clouds
548,Abu Dhabi,AE,24.4667,54.3667,91.42,45,1,14.97,overcast clouds
549,Kavaratti,IN,10.5669,72.642,81.84,76,100,14.67,overcast clouds
550,Sao Bartolomeu De Messines,PT,37.2602,-8.2867,69.42,61,0,3.94,overcast clouds
551,Idah,NG,7.1065,6.7342,71.89,98,95,1.72,overcast clouds
552,Calvinia,ZA,-31.4707,19.776,46.85,75,2,3.74,overcast clouds
553,Kizema,RU,61.113,44.8302,49.89,93,80,7.02,overcast clouds
554,Saint-Francois,FR,46.4154,3.9054,42.24,100,100,0.0,overcast clouds
555,Bandundu,CD,-3.3167,17.3667,71.15,91,30,2.95,overcast clouds
556,Ilembula,TZ,-8.9,34.5833,63.7,52,37,11.3,overcast clouds
557,Itamaraca,BR,-7.7478,-34.8256,78.85,78,67,8.43,overcast clouds
558,Trairi,BR,-3.2778,-39.2689,77.81,76,57,13.29,overcast clouds
559,Boca Do Acre,BR,-8.7522,-67.3978,73.56,82,78,2.13,overcast clouds
560,Necochea,AR,-38.5473,-58.7368,43.23,92,95,12.5,overcast clouds
561,Zabol,AF,32.25,67.25,65.91,14,0,0.87,overcast clouds
562,La Romana,DO,18.4273,-68.9728,77.0,91,100,5.44,overcast clouds
563,Havelock,US,34.8791,-76.9013,53.92,88,84,1.99,overcast clouds
564,Pimenta Bueno,BR,-11.6725,-61.1936,72.46,93,97,2.19,overcast clouds
565,Verkhnyaya Inta,RU,65.9811,60.3094,39.51,82,100,8.9,overcast clouds
566,Sawakin,SD,19.1059,37.3321,86.47,62,26,1.79,overcast clouds
567,Leshukonskoye,RU,64.8989,45.7622,40.3,94,100,9.24,overcast clouds
568,Bonthe,SL,7.5264,-12.505,75.56,93,99,5.06,overcast clouds
569,Huancabamba,PE,-5.2386,-79.4506,56.7,89,73,4.9,overcast clouds
570,Nicoya,CR,10.1483,-85.452,75.0,93,99,1.74,overcast clouds
571,Inongo,CD,-1.95,18.2667,69.21,96,98,3.24,overcast clouds
572,Taltal,CL,-25.4,-70.4833,55.33,78,15,2.91,overcast clouds
573,Gus-Zheleznyy,RU,55.0581,41.1656,46.54,75,7,12.33,overcast clouds
574,Shelburne,CA,44.0787,-80.2041,44.6,80,71,2.55,overcast clouds
575,Manta,EC,-0.95,-80.7333,69.58,88,75,13.8,overcast clouds
576,Oleksandrivka,UA,48.9634,32.2349,48.51,75,100,13.02,overcast clouds
577,Turayf,SA,31.6725,38.6637,71.85,33,75,4.61,overcast clouds
578,Honningsvag,NO,70.9821,25.9704,42.55,70,100,6.91,overcast clouds
579,Ussel,FR,45.55,2.3167,45.79,95,13,0.81,overcast clouds
580,Bambari,CF,5.768,20.6757,69.71,96,99,0.98,overcast clouds
581,Bahar,IR,34.9072,48.4414,60.96,27,0,2.3,overcast clouds
582,Uyskoye,RU,54.3775,60.0047,48.78,43,5,6.24,overcast clouds
583,Aparecida Do Taboado,BR,-20.0867,-51.0936,72.82,76,3,3.98,overcast clouds
584,Kangaatsiaq,GL,68.3065,-53.4641,34.57,75,100,5.46,overcast clouds
585,Aripuana,BR,-9.1667,-60.6333,70.03,99,94,1.52,overcast clouds
586,Kumbo,CM,6.2,10.6667,56.73,94,99,4.45,overcast clouds
587,Chapais,CA,49.7834,-74.8492,44.38,82,94,6.53,overcast clouds
588,Lagos,NG,6.5833,3.75,75.52,96,83,2.46,overcast clouds
589,Cascais,PT,38.6979,-9.4215,70.95,87,3,13.0,overcast clouds
590,Tandil,AR,-37.3217,-59.1332,46.69,97,92,7.94,overcast clouds
591,Luena,AO,-11.7833,19.9167,62.29,68,23,5.79,overcast clouds
592,Florianopolis,BR,-27.6146,-48.5012,62.4,86,75,9.22,overcast clouds
593,Melilla,ES,35.2937,-2.9383,66.58,82,0,3.44,overcast clouds
594,Morgantown,US,39.6295,-79.9559,47.25,92,0,0.0,overcast clouds
595,Ustrzyki Dolne,PL,49.4304,22.5938,45.99,100,100,7.11,overcast clouds
596,Cervo,ES,43.6702,-7.4101,60.87,62,3,3.51,overcast clouds
597,Kargasok,RU,59.0556,80.8572,37.81,71,100,13.69,overcast clouds
598,Galdar,ES,28.147,-15.6502,74.35,70,86,11.79,overcast clouds
599,Suamico,US,44.6319,-88.0393,50.14,82,0,0.0,overcast clouds
600,Ipanema,BR,-30.1391,-51.2244,55.38,87,40,1.14,overcast clouds
601,Oranjestad,AW,12.524,-70.027,83.79,78,6,21.7,overcast clouds
602,Acari,PE,-15.4311,-74.6158,64.35,70,47,2.59,overcast clouds
603,Gornopravdinsk,RU,60.05,69.9,48.16,96,100,6.53,overcast clouds
604,Sabang,ID,5.8933,95.3214,79.99,82,95,20.33,overcast clouds
605,Syracuse,IT,37.0881,15.2792,62.19,70,91,5.75,overcast clouds
606,Staroaleyskoye,RU,51.0061,82.0,45.88,47,3,5.01,overcast clouds
607,Hearst,CA,49.6835,-83.6665,57.45,85,100,5.61,overcast clouds
608,Kisangani,CD,0.5167,25.2,69.49,99,87,1.14,overcast clouds
609,Jawa,JO,31.8525,35.9393,66.51,88,0,2.3,overcast clouds
610,Tamale,GH,9.4008,-0.8393,73.4,91,34,5.95,overcast clouds
611,Amapa,BR,1.0,-52.0,70.66,99,100,2.59,overcast clouds
612,Kudahuvadhoo,MV,2.6708,72.8944,81.48,77,100,17.18,overcast clouds
613,Araouane,ML,18.9048,-3.5265,91.15,13,8,7.74,overcast clouds
614,Tukrah,LY,32.5341,20.5791,74.26,63,100,13.78,overcast clouds
615,Caparica,PT,38.6667,-9.2,69.89,67,0,6.91,overcast clouds
616,Waycross,US,31.2136,-82.354,60.85,94,40,4.61,overcast clouds
617,Conde,BR,-7.2597,-34.9075,71.06,94,0,3.44,overcast clouds
618,Baglung,NP,28.2719,83.5898,77.4,71,31,5.14,overcast clouds
619,Gidole,ET,5.65,37.3667,57.56,74,100,0.78,overcast clouds
620,Kiyasovo,RU,56.3491,53.1244,49.44,45,34,10.65,overcast clouds
621,Salalah,OM,17.0151,54.0924,80.69,74,20,4.61,overcast clouds
622,Rabo De Peixe,PT,37.8,-25.5833,73.27,84,40,8.05,overcast clouds
623,Impfondo,CG,1.6381,18.0667,69.01,95,100,2.59,overcast clouds
624,Chatham,GB,51.3789,0.5279,60.66,71,100,5.01,overcast clouds
625,Yenagoa,NG,4.9247,6.2642,73.04,96,96,3.56,overcast clouds
626,Rio Bueno,CL,-40.3167,-72.9667,51.94,97,100,5.28,overcast clouds
627,Yambio,SS,4.5721,28.3955,68.61,95,98,3.15,overcast clouds
628,Iglino,RU,54.8324,56.4126,46.49,47,5,8.16,overcast clouds
629,Chicama,PE,-7.8447,-79.1469,57.74,86,58,6.69,overcast clouds
630,Kautokeino,NO,69.0125,23.0412,34.0,94,69,4.41,overcast clouds
631,Kaduqli,SD,11.0167,29.7167,72.64,83,81,4.32,overcast clouds
632,Winsum,NL,53.33,6.5208,52.97,92,100,10.38,overcast clouds
633,Buchanan,LR,5.8808,-10.0467,74.79,92,75,2.86,overcast clouds
634,Kontagora,NG,10.3999,5.4695,72.01,95,100,5.08,overcast clouds
635,Edd,ER,13.9297,41.6925,91.04,50,68,4.61,overcast clouds
636,Zaozerne,UA,45.1582,33.2787,59.04,73,7,10.94,overcast clouds
637,Ous,RU,60.9058,61.5186,52.3,85,98,3.85,overcast clouds
638,Vadso,NO,70.0744,29.7487,34.68,86,97,2.3,overcast clouds
639,Polunochnoye,RU,60.8697,60.4153,50.38,83,99,3.29,overcast clouds
640,Ginir,ET,7.1333,40.7,60.46,80,99,5.86,overcast clouds
641,San Cristobal,VE,7.7669,-72.225,71.78,88,47,1.81,overcast clouds
642,Sovetskiy,RU,61.3614,63.5842,46.89,96,100,2.91,overcast clouds
643,Gat,IL,31.61,34.7642,76.41,100,0,3.0,overcast clouds
644,Skibbereen,IE,51.55,-9.2667,60.12,98,100,20.8,overcast clouds
645,Fort-Shevchenko,KZ,44.5086,50.263,66.97,29,100,23.62,overcast clouds
646,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,80.2,47,22,2.66,overcast clouds
647,Roald,NO,62.5833,6.1333,58.12,76,75,6.91,overcast clouds
648,Naryan-Mar,RU,67.6713,53.087,40.75,87,100,6.8,overcast clouds
649,Tucupita,VE,9.0622,-62.051,72.61,98,88,0.94,overcast clouds
650,Port-Gentil,GA,-0.7193,8.7815,76.96,94,40,10.36,overcast clouds
651,Taraclia,MD,45.9,28.6689,56.75,49,93,13.24,overcast clouds
652,Srednyaya Yelyuzan,RU,53.0241,45.9529,53.49,87,100,12.39,overcast clouds
653,Aljezur,PT,37.3191,-8.8033,65.23,70,0,3.74,overcast clouds
654,Trelew,AR,-43.249,-65.3051,57.49,75,100,6.89,overcast clouds
655,Schwechat,AT,48.1333,16.4667,57.7,75,0,13.8,overcast clouds
656,Manoel Urbano,BR,-8.8389,-69.2597,71.58,91,56,1.99,overcast clouds
657,Kayes,ML,14.0,-11.0,75.79,86,79,3.56,overcast clouds
658,Bacalar,MX,18.6667,-88.3833,73.96,90,96,2.42,overcast clouds
659,Kibara,TZ,-2.15,33.45,76.59,54,99,2.66,overcast clouds
660,Alta Gracia,AR,-31.6529,-64.4283,56.17,44,0,5.75,overcast clouds
661,Porto Murtinho,BR,-21.6989,-57.8825,65.43,57,2,4.54,overcast clouds
662,Benjamin Constant,BR,-4.3831,-70.0311,73.53,97,47,0.83,overcast clouds
663,Viedma,AR,-40.8135,-62.9967,57.42,46,100,13.56,overcast clouds
664,Chaparral,CO,3.7232,-75.4832,68.34,77,92,4.61,overcast clouds
665,Okakarara,NA,-20.5833,17.4333,78.48,11,1,4.74,overcast clouds
666,Durazno,UY,-33.4131,-56.5006,41.25,95,8,7.96,overcast clouds
667,Odweyne,SO,9.4092,45.064,78.58,47,57,14.63,overcast clouds
668,Gari,RU,59.4307,62.3497,56.55,65,87,6.91,overcast clouds
669,Shabrovskiy,RU,56.636,60.5807,59.61,29,0,8.95,overcast clouds
670,Mitu,CO,1.1983,-70.1733,71.2,97,61,1.86,overcast clouds
671,Mocuba,MZ,-16.8392,36.9856,91.67,30,0,6.71,overcast clouds
672,Valparaiso,CL,-33.0393,-71.6273,49.64,93,75,2.3,overcast clouds
673,Owo,NG,7.1962,5.5868,72.19,94,68,2.75,overcast clouds
674,Acandi,CO,8.5063,-77.2778,77.04,93,77,4.09,overcast clouds
675,Samoylovka,RU,51.184,43.7081,59.54,59,100,10.78,overcast clouds
676,Groningen,NL,53.25,6.75,53.04,90,100,8.05,overcast clouds
677,Sorkjosen,NO,69.8,20.9333,42.8,81,20,12.66,overcast clouds
678,Jumla,NP,29.2747,82.1838,73.11,42,4,6.87,overcast clouds
679,Soto,AR,-32.8107,-61.4026,51.04,59,36,11.63,overcast clouds
680,Kilrush,IE,52.6397,-9.4833,58.75,95,100,7.94,overcast clouds
681,Nara,JP,34.6851,135.8049,86.97,40,95,8.66,overcast clouds
682,Mlimba,TZ,-8.8,35.8167,81.3,44,26,6.51,overcast clouds
683,Talnakh,RU,69.4865,88.3972,33.21,95,100,17.38,overcast clouds
684,Sakakah,SA,29.9697,40.2064,87.37,12,0,5.08,overcast clouds
685,Ponte San Pietro,IT,45.6963,9.5849,62.06,82,75,4.61,overcast clouds
686,Igrim,RU,63.1906,64.4162,44.92,66,100,2.19,overcast clouds
687,Rochegda,RU,62.8,43.25,53.29,85,18,8.08,overcast clouds
688,Senno,RU,59.5336,33.9167,48.25,86,100,11.14,overcast clouds
689,Dolores,AR,-36.3132,-57.6792,43.41,91,59,5.88,overcast clouds
690,Kasongo,CD,-4.45,26.6667,78.69,67,9,3.33,overcast clouds
691,Sayat,TM,38.7839,63.8803,76.87,13,0,5.12,overcast clouds
692,Coria,ES,39.9879,-6.5377,61.45,44,0,0.07,overcast clouds
693,Hwange,ZW,-18.3693,26.5019,85.17,22,0,7.2,overcast clouds
694,Matola,MZ,-25.9622,32.4589,76.95,69,75,14.97,overcast clouds
695,Tefe,BR,-3.3542,-64.7114,71.17,99,48,2.51,overcast clouds
696,Kozlovo,RU,56.5167,36.2667,49.73,79,100,15.32,overcast clouds
